Date,BTC,ETH,DOGE,DOT
2021-03-04 00:00:00 UTC,50577.45747,1579.427169,0.050752633,37.07636013
2021-03-05 00:00:00 UTC,48727.4512,1546.499621,0.050143007,35.41392219
2021-03-06 00:00:00 UTC,49091.81488,1539.048429,0.049922268,33.72448813
2021-03-07 00:00:00 UTC,49019.36859,1661.92797,0.050882384,33.49354596
2021-03-08 00:00:00 UTC,51313.09262,1727.463096,0.051841258,35.24406862
2021-03-09 00:00:00 UTC,52328.53591,1837.533031,0.061684274,34.97150749
2021-03-10 00:00:00 UTC,54700.27344,1869.331102,0.05786725,38.39566561
2021-03-11 00:00:00 UTC,56020.48772,1802.311092,0.056197473,37.77983958
2021-03-12 00:00:00 UTC,57788.8681,1826.057477,0.055949635,36.87831207
2021-03-13 00:00:00 UTC,57353.86147,1770.936179,0.055110588,35.70755677
2021-03-14 00:00:00 UTC,61315.19793,1927.72072,0.061927731,37.31727833
2021-03-15 00:00:00 UTC,59428.96757,1866.071545,0.058827998,36.72597695
2021-03-16 00:00:00 UTC,55805.32925,1791.047852,0.056882033,34.35379402
2021-03-17 00:00:00 UTC,56830.25334,1808.551217,0.058674319,35.65040903
2021-03-18 00:00:00 UTC,59014.92563,1828.754833,0.058368719,36.29445283
2021-03-19 00:00:00 UTC,57922.40959,1780.159646,0.057643589,35.52301948
2021-03-20 00:00:00 UTC,58243.27061,1817.132963,0.058439474,38.21625368
2021-03-21 00:00:00 UTC,58376.15847,1817.860143,0.059155351,37.50484444
2021-03-22 00:00:00 UTC,57573.53934,1790.378075,0.057382178,36.76510168
2021-03-23 00:00:00 UTC,54370.13756,1686.891197,0.055586302,35.51797733
2021-03-24 00:00:00 UTC,54584.86995,1673.859184,0.053766365,34.28626822
2021-03-25 00:00:00 UTC,52526.8666,1581.631056,0.051798525,30.57094181
2021-03-26 00:00:00 UTC,51416.9083,1587.297964,0.051008122,29.71034233
2021-03-27 00:00:00 UTC,55033.10048,1700.366869,0.053833612,33.12929964
2021-03-28 00:00:00 UTC,55832.41811,1713.837876,0.054787302,32.62351881
2021-03-29 00:00:00 UTC,55728.10133,1689.036798,0.054403742,32.17075096
2021-03-30 00:00:00 UTC,57634.92869,1817.626388,0.054897617,34.32640014
2021-03-31 00:00:00 UTC,58668.62834,1840.294952,0.054648889,33.92508588
2021-04-01 00:00:00 UTC,58817.37389,1915.832536,0.054381688,36.88846965
2021-04-02 00:00:00 UTC,58801.19484,1970.4712,0.061592862,37.6246626
2021-04-03 00:00:00 UTC,59060.02678,2134.101788,0.057867009,40.94387096
2021-04-04 00:00:00 UTC,57060.40665,2016.667247,0.056190733,41.7015032
2021-04-05 00:00:00 UTC,58228.80262,2077.755212,0.05789756,44.2399189
2021-04-06 00:00:00 UTC,58706.81559,2097.796383,0.059815444,45.6083
2021-04-07 00:00:00 UTC,58062.17872,2115.055452,0.064632557,43.42494301
2021-04-08 00:00:00 UTC,56134.41739,1989.148062,0.058961028,39.75048834
2021-04-09 00:00:00 UTC,58065.64402,2081.354063,0.061679755,41.40897804
2021-04-10 00:00:00 UTC,58152.99326,2069.667796,0.061538922,40.7844135
2021-04-11 00:00:00 UTC,59979.39282,2142.796065,0.063882889,41.59194183
2021-04-12 00:00:00 UTC,59988.02096,2150.265143,0.074646302,41.37856473
2021-04-13 00:00:00 UTC,59911.02059,2142.476276,0.07102437,40.55733657
2021-04-14 00:00:00 UTC,63576.67604,2304.343516,0.093778526,43.22221028
2021-04-15 00:00:00 UTC,62807.12323,2429.661528,0.120172233,42.49790062
2021-04-16 00:00:00 UTC,63179.77245,2514.168416,0.179861793,43.5204382
2021-04-17 00:00:00 UTC,61497.29957,2424.553845,0.374160213,41.51273907
2021-04-18 00:00:00 UTC,60273.86668,2345.266963,0.285109387,42.40896114
2021-04-19 00:00:00 UTC,56288.94534,2245.760753,0.320030223,37.37340561
2021-04-20 00:00:00 UTC,55721.16605,2168.032727,0.409410343,34.82115668
2021-04-21 00:00:00 UTC,56294.72856,2324.284687,0.325695246,35.41447792
2021-04-22 00:00:00 UTC,54190.07026,2373.501344,0.308414106,34.01561845
2021-04-23 00:00:00 UTC,51965.56643,2426.07115,0.263785389,33.24205546
2021-04-24 00:00:00 UTC,51191.1247,2364.231204,0.24925993,32.37770887
2021-04-25 00:00:00 UTC,50133.1074,2212.843798,0.270489192,29.13847882
2021-04-26 00:00:00 UTC,48981.44139,2307.355321,0.252541305,29.77071634
2021-04-27 00:00:00 UTC,53978.80555,2532.386803,0.271831984,33.46053388
2021-04-28 00:00:00 UTC,54991.81484,2647.15819,0.271730488,34.53858873
2021-04-29 00:00:00 UTC,54810.61385,2748.784585,0.322656433,33.99294723
2021-04-30 00:00:00 UTC,53596.70402,2757.497552,0.306254419,35.78168798
2021-05-01 00:00:00 UTC,57828.51181,2776.703712,0.338776806,36.55581656
2021-05-02 00:00:00 UTC,57812.96916,2944.916947,0.393403409,36.89549626
2021-05-03 00:00:00 UTC,56600.74529,2953.297348,0.378687846,36.62856277
2021-05-04 00:00:00 UTC,57200.3003,3439.85507,0.44141195,37.3108683
2021-05-05 00:00:00 UTC,53464.37022,3245.663149,0.543915076,34.66179715
2021-05-06 00:00:00 UTC,57432.10023,3524.562728,0.655333177,40.56852655
2021-05-07 00:00:00 UTC,56507.75944,3495.075869,0.581127759,41.51515689
2021-05-08 00:00:00 UTC,57361.56904,3493.5345,0.681841637,39.92955919
2021-05-09 00:00:00 UTC,58771.88169,3912.742917,0.633615145,39.64457143
2021-05-10 00:00:00 UTC,58213.92629,3932.754068,0.57313597,40.30508802
2021-05-11 00:00:00 UTC,55901.66759,3979.608652,0.451128903,36.69757742
2021-05-12 00:00:00 UTC,56928.97236,4182.790286,0.496730844,38.62921407
2021-05-13 00:00:00 UTC,50004.76218,3906.108903,0.415191735,35.36632136
